Date,Avg. Hum (%),Avg. Temp. (Celcius),Max. Temp. (Celcius),Min. Temp. (Celcius),Total Rainfall (mm),Wind Speed (Knots),Total Sunshine Hrs.,SO2 (ppb),NO2 (ppb),CO (ppm),O3 (ppb),PM2.5 (ug/m3),PM10 (ug/m3)
1/1/2013,69,17,24.6,11,0,0,5.1,10.623,20.924,2.388,5.811,228.446,394.573
1/2/2013,68,18.4,26.7,11.5,0,2,5.5,10.519,30.614,2.382,5.08,246.941,406.043
1/3/2013,74,18.9,25.2,14.9,0,0,0,10.214,46.315,2.562,4.534,258.31,390.344
1/4/2013,70,19.9,25.6,14.8,0,2,0,11.21,29.998,1.906,8.214,240.803,363.458
1/5/2013,60,18.7,25,14.6,0,2,2.5,8.387,27.327,1.456,4.561,183.738,260.806
1/6/2013,53,18.2,23.7,12,0,2,1.4,9.11,24.241,1.254,4.773,212.722,302.999
1/7/2013,59,17.1,21.3,14.8,0,2,0,12.05,27.184,2.031,7.077,239.96,296.305
1/8/2013,71,12.5,18.2,9.6,0,2.3,6.7,7.609,17.941,1.213,8.662,246.167,303.602
1/9/2013,81,10.4,15,7.2,0,2,0.9,7.426,20.039,0.922,8.29,241.483,306.011
1/10/2013,80,12.3,18.2,7.6,0,2,0.1,10.285,30.92,1.632,7.82,308.174,413.372
1/11/2013,79,12.5,19.4,8,0,0,0,7.58,31.663,1.633,8.14,261.308,339.45
1/12/2013,66,15.8,22.3,7.9,0,2,4.8,8.637,28.519,1.392,7.754,218.455,293.413
1/13/2013,73,16.8,24.1,10.5,0,2,4.2,11.708,27.199,1.071,8.101,254.547,354.018
1/14/2013,68,17.7,25.6,11.4,0,0,5.9,12.362,37.892,1.325,8.636,243.111,349.295
1/15/2013,63,18.5,26.5,12.3,0,2,6.6,13.058,53.475,1.876,8.85,222.76,343.854
1/16/2013,68,18.6,26.6,12,0,0,1.8,11.163,52.882,1.48,7.998,248.077,368.271
1/17/2013,67,19.4,26.9,13,0,0,3.5,13.48,53.593,1.747,9.891,262.327,404.163
1/18/2013,67,20,28.1,14,0,2,6.4,11.038,42.501,1.723,4.406,219.367,291.232
1/19/2013,62,21.6,28,14.2,0,0,5.6,12.091,45.289,1.666,7.296,201.653,310.17
1/20/2013,64,21.5,26.6,16.8,0,2,5,13.901,26.671,0.936,8.282,165.292,239.992
1/21/2013,58,19.6,24.8,16,0,2,6,9.807,25.33,0.655,8.609,133.303,208.946
1/22/2013,58,19.4,25.4,14.5,0,2,8.1,11.605,28.332,0.677,8.397,140.911,204.74
1/23/2013,59,19,25.7,13.7,0,2.3,8.2,9.886,22.587,2.594,9.604,137.386,200.279
1/24/2013,60,18.5,26.3,13.1,0,2.7,8.2,7.292,17.323,2.012,9.215,133.524,188.131
1/25/2013,66,15.7,23,8.8,0,2.6,7,9.648,8.458,2.973,5.461,167.413,225.711
1/26/2013,59,16.1,22.8,10.8,0,2.4,7.7,9.205,18.989,1.197,9.782,149.132,203.904
1/27/2013,66,17,22.4,11.4,0,2,6.4,10.623,20.145,2.473,8.857,192.689,255.545
1/28/2013,64,18.2,24.6,13.2,0,2,0.9,10.916,25.821,2.168,7.772,194.858,256.324
1/29/2013,65,17.9,25,13.6,0,2,7.9,10.146,25.805,0.85,7.861,188.629,264.074
1/30/2013,51,19.6,26.2,12.6,0,2,7.7,14.495,30.734,0.818,7.718,216.303,317.211
1/31/2013,60,20,27.2,14.1,0,0,5.5,13.188,32.745,0.822,7.669,205.362,296.5
2/1/2013,69,19.6,25.5,14.5,0,0,0,16.315,40.612,1.143,6.744,262.17,380.95
2/2/2013,59,21.4,27.4,14.3,0,2,4.7,13.046,31.401,1.087,7.378,219.017,315.292
2/3/2013,49,22.3,28.3,17.3,0,2,8,17.177,27.033,0.698,8.466,164.928,252.26
2/4/2013,55,22.3,28.7,16.2,0,2,7.6,12.747,30.287,0.776,9.267,146.861,247.245
2/5/2013,58,23.2,30.2,15.4,0,2,7.3,10.751,40.345,1.052,9.401,166.211,266.877
2/6/2013,53,23.8,31.7,16.5,0,3,8.6,11.39,33.014,0.762,9.643,117.125,191.834
2/7/2013,55,24.2,30.2,18,0,2,6.4,12.958,32.149,0.736,9.141,122.765,214.092
2/8/2013,62,22,28.2,19.4,0,2.4,4.5,9.649,14.629,1.976,9.283,80.925,139.597
2/9/2013,54,20.7,26.2,17.2,0,2,8.6,10.658,22.121,1.713,11.893,100.52,159.614
2/10/2013,49,21.5,27.5,15.8,0,3,8.8,11.811,26.615,0.68,11.702,114.832,181.795
2/11/2013,51,22.5,28.5,16.8,0,2,8.4,12.847,34.644,0.729,11.073,129.053,195.913
2/12/2013,52,23.3,29.8,17.8,0,2,5.9,12.998,34.674,2.149,10.7,123.276,193.686
2/13/2013,51,23.4,29,18.8,0,2,6.3,15.981,30.133,0.774,8.803,127.177,193.739
2/14/2013,54,22.4,29.4,19.2,0,3,8.2,18.212,42.81,0.894,7.97,162.301,253.774
2/15/2013,43,23.8,30.6,15,0,2,8.6,23.458,49.11,1.343,6.541,207.867,335.625
2/16/2013,56,23.5,29.5,18.7,0,2,3.5,15.03,34.639,0.678,6.316,140.626,259.667
2/17/2013,82,19.1,23.3,19.7,0,3,0,9.271,23.117,0.651,6.689,100.109,185.999
2/18/2013,83,17.9,21.5,16,8,2,2.3,7.05,47.29,2.026,13.606,87.634,67.755
2/19/2013,63,20.4,26,14,0,2.5,8,9.879,64.912,2.291,17.167,104.72,97.84
2/20/2013,55,22.3,27.9,16.5,0,2,8.7,11.463,51.7,1.846,24.946,91.038,77.967
2/21/2013,55,23.1,28.6,17.7,0,2.8,8.8,6.418,46.159,1.873,22.193,90.052,66.888
2/22/2013,51,24.5,31.2,19,0,2.5,8.8,11.54,47.507,1.613,21.617,84.72,67.589
2/23/2013,56,24.8,31.6,19,0,2,9.1,24.269,57.793,1.834,24.833,103.418,143.956
2/24/2013,51,25.9,32.2,20.3,0,2,9.1,10.15,18.312,0.672,15.133,96.321,149.317
2/25/2013,49,25.8,32.4,19,0,2,8.7,9.829,25.154,3.768,11.96,79.266,153.746
2/26/2013,46,25.5,31,20.6,0,2.3,9.3,9.813,21.386,2.647,13.14,71.431,127.923
2/27/2013,52,25.6,31.2,20.2,0,3,9.2,13.861,27.137,1.811,15.682,89.073,157.022
2/28/2013,52,25.2,32,17.4,0,2,9.2,15.072,25.47,0.78,16.041,113.759,202.306
3/1/2013,43,24,29.4,20,0,3,9.6,16.044,27.085,0.674,17.424,100.634,186.099
3/2/2013,44,24.4,30.3,16.7,0,2.3,10,15.469,34.533,2.352,16.124,104.742,191.845
3/3/2013,56,24.8,31,19,0,2,9.5,9.27,19.375,2.22,17.961,83.792,175.279
3/4/2013,51,25.5,32,18.4,0,2,9,14.567,17.837,2.342,16.416,177.168,229.442
3/5/2013,50,25.1,31.9,17.4,0,2,9.4,13.854,28.624,0.905,14.276,165.933,218.26
3/6/2013,51,26.1,33,18.7,0,2,9,17.239,45.271,1.373,13.193,146.394,325.028
3/7/2013,45,26.5,33.5,19.4,0,4,9.4,12.708,50.186,1.561,13.649,172.053,302.54
3/8/2013,45,26.2,32.8,20.2,0,2.3,9.8,17.926,39.689,1.101,13.486,143.724,251.898
3/9/2013,47,26.2,32.8,19.5,0,3,8.7,20.261,34.069,1.184,14.462,161.254,282.166
3/10/2013,43,27,33.6,19.2,0,2.7,9.4,22.283,41.931,0.968,9.19,157.34,278.03
3/11/2013,68,26.5,32,22.3,0,2,5.8,8.013,11.629,0.883,8.906,73.324,127.295
3/12/2013,70,27.5,31.7,23.4,0,2,5.7,6.574,8.609,4.65,9.409,49.059,91.215
3/13/2013,74,26.8,33.4,24.8,0,2,5.4,6.522,13.674,2.249,8.348,62.831,113.234
3/14/2013,66,28.3,34.1,23,8,2,6,6.242,15.092,2.766,8.469,92.97,157.874
3/15/2013,58,29.5,34.7,24.8,0,2.5,7.7,7.526,3.59,4.208,5.465,94.1,162.889
3/16/2013,53,28.5,34.4,24.2,0,2,8.4,7.789,5.577,4.465,5.309,100.795,182.418
3/17/2013,55,26,33.6,22.4,0,3,5.8,8.036,18.86,0.679,12.333,119.587,247.6
3/18/2013,44,26.4,32.3,20.2,0,2.5,9.7,8.73,9.347,1.895,12.508,70.436,133.873
3/19/2013,50,27.9,33.8,22.2,0,2,9.3,6.039,10.151,1.697,11.329,58.138,110.384
3/20/2013,54,28.4,34.5,22.4,0,2.5,9.5,6.049,14.549,1.88,9.88,72.879,144.564
3/21/2013,57,28.5,34.2,24.6,0,3,8.2,5.167,13.346,1.885,8.705,86.481,147.113
3/22/2013,51,27.9,35.2,22.5,0,2,6.3,6.718,17.76,1.853,8.252,115.782,215.377
3/23/2013,72,28.1,33.9,21.3,17,2,6.6,6.371,15.261,2.419,6.22,88.659,126.434
3/24/2013,69,29.2,33.5,24.8,1,2,7,5.143,12.809,1.834,7.106,69.175,116.003
3/25/2013,63,29.7,35.4,25.2,0,2,9,4.946,10.89,1.731,10.027,76.57,118.779
3/26/2013,56,30.2,36,25.3,0,2,9.4,3.889,6.652,1.588,8.715,57.766,116.074
3/27/2013,55,29.7,35.4,24.7,0,2,8.7,5.306,7.721,1.465,9.907,57.309,111.91
3/28/2013,57,29.8,35.2,24.2,0,2.5,3.7,4.979,8.175,1.463,10.052,67.171,136.548
3/29/2013,48,28.4,33.5,24.8,0,3.8,6.7,8.592,12.2,1.937,9.315,96.122,167.785
3/30/2013,54,28.8,34.5,24,0,2.3,9,5.632,10.22,1.714,11.372,81.098,129.225
3/31/2013,69,29.2,33.6,25,0,2,3.4,5.439,35.146,1.639,7.2,75.133,118.58
4/1/2013,62,27.4,33.2,20.5,2,2,3.4,5.651,12.592,2.615,6.511,58.835,102.557
4/2/2013,71,29.2,35,24.8,0,2,8.1,5.534,7.845,2.086,7.267,61.212,98.127
4/3/2013,64,30,36,25.5,0,2.2,5.6,5.314,24.8,1.573,7.234,65.444,106.218
4/4/2013,50,31.1,36.8,26,0,2.5,9.2,4.749,9.757,1.499,6.822,55.453,110.518
4/5/2013,35,30.2,35.4,25.5,0,3.3,9.8,5.607,10.561,1.465,11.381,57.505,138.255
4/6/2013,35,29.2,35.8,23.8,0,3.5,9.8,5.512,10.536,1.523,15.676,60.336,139.206
4/7/2013,64,29.7,35,23.2,0,2.8,8.6,4.771,29.424,1.564,9.02,58.829,116.939
4/8/2013,65,30.6,36.5,25.4,0,3.4,8.6,4.371,6.545,1.745,5.823,52.789,106.418
4/9/2013,65,30.9,37,26,0,2.8,9.1,4.392,5.747,1.48,5.477,42.312,93.404
4/10/2013,69,30.3,36.4,26.4,0,3,8.9,3.78,6.917,1.382,6.106,36.507,80.111
4/11/2013,69,30.7,35.2,26.8,0,3,3.9,3.676,6.979,1.914,7.188,39.437,88.157
4/12/2013,68,31.2,36.8,27.2,0,2.3,8.3,5.004,5.087,1.842,7.586,41.698,87.473
4/13/2013,64,31.1,36.3,26.5,0,3.7,9.2,3.718,7.098,1.39,8.481,34.229,77.81
4/14/2013,58,29.7,33.5,26.7,0,4,4.6,3.613,7.66,1.775,9.524,45.563,108.393
4/15/2013,54,28.6,34.4,24.8,0,2.5,7.9,4.215,11.197,1.794,9.409,45.056,103.884
4/16/2013,69,25.6,30.2,23,0,3.3,3.7,4.085,13.454,1.48,7.565,51.18,96.774
4/17/2013,73,25.6,30,19.8,3,2.5,3.7,3.953,13.546,1.837,5.758,47.756,92.366
4/18/2013,64,26.7,32,20.2,4,2,6.2,5.258,11.599,1.844,6.374,57.752,101.178
4/19/2013,68,27.5,34,24,0,2.5,3.8,5.381,11.129,1.761,7.288,73.213,126.596
4/20/2013,61,27.6,32.4,20.4,9,2.5,7.2,3.446,9.967,1.691,10.437,43.928,66.788
4/21/2013,66,27.5,32.6,23.8,0,3,4.1,4.998,10.791,1.835,7.837,80.163,134.393
4/22/2013,73,24.8,29.6,23,0,2,2.1,4.458,11.407,2.347,6.072,54.703,93.107
4/23/2013,68,26.9,31.7,20.8,1,2,6.8,5.561,11.174,2.304,8.223,78.83,129.585
4/24/2013,61,29,34.2,22.7,0,2.5,9.7,5.417,11.975,1.768,10.175,94.315,145.627
4/25/2013,61,30.1,35.4,24.4,0,4,7.6,6.072,16.859,0.817,8.347,118.392,195.856
4/26/2013,61,31.5,36.2,26.6,0,2,8.6,4.485,8.566,2.052,8.1,66.154,117.127
4/27/2013,73,28.4,32.4,26.8,0,3,2.4,3.657,8.194,1.73,5.389,45.09,83.212
4/28/2013,74,28.4,32.7,22.8,13,2.7,3.6,3.617,32.658,1.259,6.254,38.361,75.594
4/29/2013,76,30.4,35,26,0,2.4,5.3,3.752,8.518,0.554,4.874,36.12,79.288
4/30/2013,75,30.6,34.8,27.3,0,2.8,4.9,5.634,8.635,1.291,4.895,35.052,80.743
5/1/2013,72,31.3,35.6,28.3,0,4.4,7.6,4.572,6.183,0.989,5.116,30.458,72.488
5/2/2013,71,31.3,35.8,28.8,0,3.2,7.9,3.693,9.531,0.551,4.048,25.068,65.094
5/3/2013,64,31.7,37.1,28.2,0,3.6,9.4,2.751,18.587,0.612,2.905,24.24,65.989
5/4/2013,71,27.9,32.5,28,0,4,3.7,1.719,24.452,0.483,2.63,18.51,51.34
5/5/2013,75,25.2,29.6,20,4,2.8,5.9,1.857,7.922,0.408,2.971,21.137,45.254
5/6/2013,86,23.6,24.6,20.7,2,3.4,0,1.562,24.534,0.595,2.692,25.959,47.737
5/7/2013,84,26.5,30,21.8,17,3,1.7,1.945,30.849,0.659,2.664,28.929,54.276
5/8/2013,81,27.4,34.2,24.4,18,2,3.4,2.197,26.225,0.578,2.885,20.232,44.88
5/9/2013,82,27.8,30.4,23.5,40,4,3.9,2.054,24.583,0.55,2.951,31.849,58.504
5/10/2013,78,30.4,34.5,26.7,0,2.8,6.2,2.065,22.678,0.491,2.789,18.35,48.763
5/11/2013,74,29.7,33.3,28.5,0,3.8,8.3,2.214,22.525,0.511,3.18,17.603,54.845
5/12/2013,79,26.8,31.1,23.6,7,2,3.6,1.773,9.939,0.594,4.28,43.271,72.614
5/13/2013,73,28.7,33.6,23.8,3,2.3,4.9,2.159,27.479,0.502,5.108,37.738,77.793
5/14/2013,76,27.8,32.8,22.8,19,3.5,3.2,2.71,22.269,0.529,4.165,39.507,65.457
5/15/2013,75,28.5,32.5,24.8,0,2,0.8,2.57,29.323,0.652,3.315,41.798,80.652
5/16/2013,91,23.4,24.5,21.2,3,2.5,0,1.901,9.381,0.666,3.656,18.531,34.028
5/17/2013,78,28.8,31.8,21.1,75,3.3,4.7,2.372,11.134,0.565,3.999,41.762,80.314
5/18/2013,81,28.8,33.2,25.2,0,3,2.1,1.996,34.121,0.625,4.119,44.183,96.742
5/19/2013,74,30.6,34.2,24.4,3,3.7,8.4,2.439,24.294,0.534,4.208,38.694,89.438
5/20/2013,86,27.5,32.8,27.5,0,2,1.6,1.943,28.608,0.623,3.454,43.156,77.611
5/21/2013,85,26.7,29.5,24.6,30,2.3,0.8,2.001,30.922,0.85,3.432,41.687,66.74
5/22/2013,87,26.4,28.6,24.5,4,2,0,2.01,10.329,0.733,3.253,32.965,64.241
5/23/2013,91,25.6,27.2,24,1,2,0,1.8,9.528,0.689,3.465,40.493,59.415
5/24/2013,89,25.8,29,23.9,109,2.7,0.2,1.926,31.339,0.687,3.653,28.355,49.449
5/25/2013,80,28.4,32,24.1,22,2,0.9,2.44,36.004,0.722,3.646,41.016,72.124
5/26/2013,76,30,33.6,26.1,0,2,6.9,2.179,29.043,0.759,4.983,35.193,67.407
5/27/2013,73,30,35,26.5,0,2,6.3,1.927,32.144,0.826,3.929,48.58,82.095
5/28/2013,74,29,33,26.2,0,2,3.3,1.355,9.379,0.531,4.021,26.957,51.897
5/29/2013,78,28.4,32,26.1,1,4.6,1.2,2.872,9.792,0.57,4.492,18.998,39.78
5/30/2013,82,26.9,29.8,26,1,6.3,2,2.463,13.007,0.589,7.871,18.179,39.984
5/31/2013,82,25.6,29.7,24.2,19,3,1.3,2.381,18.811,0.673,16.931,24.945,50.958
6/1/2013,78,30.3,34.6,22,12,2,7.7,2.552,15.537,0.763,6.997,36.764,77.205
6/2/2013,73,31,35.4,27,0,3.5,10,2.725,13.701,0.705,8.134,29.803,71.966
6/3/2013,71,32.2,36.4,27.8,0,3.5,9.7,3.457,12.816,0.849,10.562,40.389,89.114
6/4/2013,72,32.1,35.5,28.4,0,2,7.4,3.565,13.157,0.532,8.463,36.323,63.424
6/5/2013,74,31.5,35.3,28.8,0,3.5,2.7,2.273,13.587,0.514,7.506,29.698,61.358
6/6/2013,82,29.2,33,28.2,1,2,2.2,2.11,23.462,0.739,7.254,24.253,59.447
6/7/2013,93,26.4,27.3,25.6,37,0,0,1.553,12.776,0.701,5.994,17.446,33.173
6/8/2013,77,30,33.8,25.6,20,2.2,5.5,1.917,11.3,0.551,6.031,22.303,55.626
6/9/2013,79,29.7,32.7,27.8,0,2,1.9,1.574,12.979,0.501,8.235,20.823,54.284
6/10/2013,72,31.2,34.8,27.6,0,2,5.5,2.683,17.963,0.536,9.59,25.311,61.987
6/11/2013,68,32.1,36,28.7,0,2,9.5,2.656,21.249,0.688,10.096,25.482,62.381
6/12/2013,65,31.2,35.4,28.1,0,2.7,5.9,3.394,21.847,0.559,9.121,17.334,53.338
6/13/2013,67,30.9,34.8,28,0,2,6.1,3.043,20.699,0.534,7.515,15.635,57.551
6/14/2013,77,29.2,32.8,27.5,0,2,2.3,2.116,18.556,0.526,7.437,18.853,59.716
6/15/2013,74,30.5,35,27.4,1,2.3,6.7,2.197,20.544,0.486,7.224,41.208,105.625
6/16/2013,67,31.9,35.8,27.7,0,2,10.6,1.558,16.188,0.547,7.571,27.175,84.197
6/17/2013,66,32,35.9,28.6,0,2.3,9.2,3.642,14.75,0.509,9.363,32.251,98.834
6/18/2013,67,32.2,36,28.8,0,2,7.8,3.707,15.243,0.452,6.94,30.473,100.948
6/19/2013,81,29.6,35.2,29.3,0,2.3,1.3,3.273,19.173,0.721,6.955,25.745,82.358
6/20/2013,81,29.7,33.8,26,9,2,3.7,4.003,31.994,0.879,5.961,33.267,78.186
6/21/2013,74,30.9,35.7,25.8,34,2,6,2.95,19.188,0.665,8.487,30.069,72.298
6/22/2013,73,30.9,34.5,26.4,11,2,6.2,2.141,23.953,0.578,7.941,21.516,50.953
6/23/2013,73,30.9,34.6,28,0,2.5,6.5,1.949,24.724,0.516,7.741,22.927,57.89
6/24/2013,72,30.3,33.6,27,1,4.5,4.6,3.024,22.657,0.493,9.452,18.831,56.447
6/25/2013,87,27.9,30.5,27.2,1,5.3,0.3,2.115,17.433,0.456,8.717,16.506,36.841
6/26/2013,84,28.8,32,26.2,32,2,0.9,1.283,18.773,0.441,7.069,13.248,39.727
6/27/2013,83,29.4,32.3,27,10,3,2,1.395,17.721,0.525,7.369,15.705,44.183
6/28/2013,91,27.4,30.4,26.5,14,2,0.6,1.492,20.65,0.725,6.486,19.973,47.55
6/29/2013,94,26.9,28.6,25.5,85,3,0,1.316,33.57,0.954,5.892,29.494,44.52
6/30/2013,88,27.5,29.2,26.3,57,2,0.1,0.81,24.742,0.663,5.685,28.896,48.512
7/1/2013,79,29.4,33.2,26.5,5,2,3.1,0.964,23.315,0.671,6.728,29.966,69.2
7/2/2013,76,29.8,33.5,27.3,0,2,3.3,0.706,18.488,0.538,8.271,23.452,69.294
7/3/2013,78,29.6,34,27.7,0,2,2.8,0.865,15.398,0.491,8.036,21.233,55.752
7/4/2013,85,28.3,31.4,27.1,0,2.3,1.1,0.882,20.439,0.604,6.029,20.014,51.538
7/5/2013,75,30.4,33.4,25.9,28,2.7,9.5,0.51,16.921,0.443,7.971,14.451,44.162
7/6/2013,76,30,33.5,27.6,0,2.5,4.1,0.502,15.242,0.416,7.705,13.025,44.356
7/7/2013,78,29.5,34.3,27.8,0,2.2,2.1,0.743,14.713,0.48,5.887,17.417,52.418
7/8/2013,73,30.6,34.2,27.7,0,2.2,9.2,0.916,13.403,0.396,6.671,11.336,44.076
7/9/2013,75,30.3,34,27.7,0,2.3,9.6,0.841,11.956,0.507,8.564,12.22,46.201
7/10/2013,74,30.4,33.5,28.2,0,2,8,0.594,8.641,0.509,9.224,10.712,46.014
7/11/2013,74,29.7,33,27.9,1,3.2,4.4,1.669,13.531,8.548,7.957,13.326,52.166
7/12/2013,80,29.2,33,27.4,0,2.3,0.8,1.398,13.249,17.36,7.166,17.325,48.807
7/13/2013,79,28.6,31.4,26.2,5,3.7,3.4,1.007,13.025,26.706,6.963,14.173,40.416
7/14/2013,81,28.7,32,27,6,2,2.7,1.525,14.624,48.021,6.251,18.76,54.675
7/15/2013,71,30.5,33.7,27.3,3,2.8,7.2,1.767,13.071,8.889,7.252,24.024,62.361
7/16/2013,75,30,33.6,27.7,0,2.5,3,1.333,14.782,0.38,6.575,18.193,51.653
7/17/2013,76,29.4,32.4,26.4,1,3.5,5.4,0.29,14.893,0.292,6.982,21.599,57.016
7/18/2013,74,29.8,33.2,27.2,1,3.2,3.6,0.323,12.637,0.368,6.74,14.755,51.583
7/19/2013,81,28.9,31.8,26.5,2,2.6,4.2,0.354,18.67,0.392,5.124,19.068,57.04
7/20/2013,83,28.7,32.5,26.4,41,2,3.4,0.404,16.763,0.422,5.037,26.758,49.284
7/21/2013,73,30.1,33.5,27.7,11,2,6.5,1.291,16.468,0.544,4.565,18.133,63.067
7/22/2013,69,31.1,34.5,28,2,2.7,7.7,0.718,13.868,0.394,5.383,16.618,57.75
7/23/2013,69,30.9,34.6,28.6,0,2.2,8.9,0.719,10.755,0.319,5.549,13.469,49.393
7/24/2013,70,30.6,34.2,28.3,1,2,7.6,0.979,12.48,0.312,5.82,14.782,51.53
7/25/2013,76,29.4,33.5,27.8,0,2.8,5.2,1.253,11.774,0.305,5.437,14.005,38.315
7/26/2013,87,27.7,30,26.6,5,4.5,0.8,1.56,14.801,0.334,5.442,16.818,32.944
7/27/2013,90,26.9,28.3,25.2,29,2,0,3.066,18.426,13.624,6.281,15.828,30.62
7/28/2013,92,26.1,27.7,24.5,122,2,0,3.938,27.392,23.765,7.38,23.646,39.238
7/29/2013,82,27.9,31.5,25,35,2.3,2.8,5.221,27.012,25.192,7.806,19.977,45.227
7/30/2013,76,29.1,32.6,26.4,3,2.8,5.3,9.141,32.664,34.797,7.704,23.771,53.254
7/31/2013,79,28.3,31,26.6,1,2.5,1.7,8.684,39.422,0.98,7.708,20.77,52.728
8/1/2013,78,29.1,32,25.5,4,3.3,5.5,6.269,41.44,0.645,7.718,26.9,63.322
8/2/2013,74,30.2,33.4,27.2,6,2.8,6.9,3.655,33.238,0.656,7.758,29.382,66.32
8/3/2013,79,30.2,34.5,27.5,0,2,4.4,5.071,40.751,0.87,8.051,42.45,92.098
8/4/2013,80,29.2,33,27,17,2,2.3,5.965,41.388,1.125,7.632,35.096,92.595
8/5/2013,74,29.2,32.5,27.5,0,2.7,4.3,2.624,33.85,0.726,7.387,21.802,67.857
8/6/2013,87,26.9,28,25.5,3,2,0,3.406,35.552,0.648,7.237,17.954,63.035
8/7/2013,88,27.5,30.6,24.5,20,2.5,0,4.026,37.87,0.63,7.208,16.321,35.8
8/8/2013,80,28.3,32.2,25.1,39,2.5,5.4,3.143,36.822,0.799,9.292,0,0
8/9/2013,75,29.7,33.8,25,1,3,9.2,4.476,36.383,0.927,9.26,0,0
8/10/2013,87,27.6,30.4,26.4,1,1.7,2.1,4.386,28.236,0.793,8.973,0,0
8/11/2013,85,27.7,30.8,24.5,18,2,0.5,3.208,29.311,1.361,6.97,15.402,29.117
8/12/2013,85,28.1,31,26.3,4,2,4,5.965,36.218,1.214,6.998,32.455,31.767
8/13/2013,78,29.4,32.8,26.2,4,2,0.1,8.883,23.135,1.639,6.905,15.035,30.746
8/14/2013,84,28.2,31.7,26.3,1,2.7,1.3,6.59,26.234,1.267,6.823,16.287,35.17
8/15/2013,88,27.6,29.6,26,0,2,0.2,2.734,30.729,1.521,6.945,14.889,35.44
8/16/2013,87,27.6,31.3,25,30,2.3,1.6,9.235,33.131,1.336,6.778,14.385,33.336
8/17/2013,80,28.6,31.3,25.5,8,2.3,0.7,7.732,32.88,1.316,6.824,14.594,37.666
8/18/2013,78,28.4,32.3,25.6,1,3,3.6,4.52,30.782,1.523,6.911,12.535,11.438
8/19/2013,76,28.4,30.6,26.2,0,3.5,1.3,3.673,31.793,1.15,6.894,13.131,14.17
8/20/2013,85,27.1,29.7,26,0,5,0.1,3.367,31.795,1.313,6.862,12.956,27.693
8/21/2013,84,27.9,30.5,25.3,1,2.3,0.2,4.185,42.615,1.335,6.931,18.809,66.72
8/22/2013,79,29,32.6,25.5,11,2.3,6,4.303,42.478,1.351,6.922,19.194,79.625
8/23/2013,75,30.2,33.5,26.7,7,2.7,8,3.897,31.433,1.224,6.667,18.046,75.347
8/24/2013,75,30.1,33.8,27.8,0,2,3.8,5.037,24.979,1.335,6.56,18.339,6.94
8/25/2013,72,31.3,35,28,0,2,7.1,6.106,23.277,1.087,6.742,17.386,50.372
8/26/2013,83,28.7,34.2,28.8,0,2.5,1.4,5.402,28.898,1.117,6.653,18.028,18.722
8/27/2013,84,28,32.2,25.5,17,2,4.1,7.499,35.016,1.495,6.905,9.233,10.642
8/28/2013,81,28.6,31.9,26.5,5,2.3,4.1,6.907,27.316,1.258,6.99,14.775,33.524
8/29/2013,82,28.7,31.6,26.3,4,3,3.6,4.723,29.702,2.746,1.238,35.177,41.13
8/30/2013,80,29.3,33,26.6,9,2.2,6.5,4.559,25.011,2.638,1.249,48.587,43.567
8/31/2013,85,29,33.5,27.5,1,2.3,4,5.176,32.185,2.76,1.264,36.718,55.049
9/1/2013,87,29,33.2,27.4,0,2,1.6,5.141,7.726,2.828,1.238,37.678,66.356
9/2/2013,79,29.1,32.2,27.5,2,2.3,2.7,4.815,7.378,2.688,1.195,27.125,58.301
9/3/2013,80,29,32.6,27,1,2,3.8,4.409,8.552,2.686,1.331,25.543,63.641
9/4/2013,81,29.1,33.5,27,5,2,6.5,4.327,10.44,2.713,1.6,36.459,77.736
9/5/2013,84,28.8,32.7,25.2,11,2.5,0.7,5.176,10.962,2.821,1.298,39.366,66.718
9/8/2013,94,25.8,26.6,25.5,0,2,0,6.205,8.887,3.346,1.223,49.703,67.519
9/9/2013,84,27.8,30.1,24.6,0,2,0.5,6.63,9.312,3.158,1.205,41.484,75.228
9/10/2013,83,27.8,31.6,25.5,0,2,3.6,5.387,5.945,2.906,1.228,31.533,61.641
9/11/2013,83,28.8,32,25,0,0,2.6,5.345,4.34,3.073,1.201,41.8,93.108
9/12/2013,83,29.2,32.3,26.2,3,0,1.9,7.945,2.028,3.467,1.258,91.62,137.378
9/13/2013,73,31.4,35.7,26.8,26,2,7.7,6.229,2.068,3.387,1.743,64.773,124.384
9/14/2013,85,27.7,31,24.5,12,2,2.3,6.181,1.636,3.268,1.203,50.506,101.018
9/15/2013,76,29.6,33.8,24.2,0,2,7.2,7.024,2.2,3.293,1.29,60.968,109.087
9/16/2013,80,29.1,32.8,25,0,0,4.6,7.756,2.225,3.373,1.313,49.973,101.07
9/17/2013,80,29.5,33.4,27.4,0,2,3,7.523,1.675,3.341,1.231,44.586,87.46
9/18/2013,78,29.5,34.2,26.5,12,2,6,6.581,1.89,2.964,1.193,22.889,47.858
9/19/2013,71,29.8,32.9,26.6,0,3,9.4,6.152,1.557,2.832,1.179,17.232,45.287
9/20/2013,72,30.3,34,27.3,2,2.5,8.6,5.679,1.448,2.891,1.183,16.658,61.888
9/21/2013,78,29.8,35,26.8,0,2,6.7,8.064,2.876,3.69,1.253,50.748,114.169
9/22/2013,85,29.2,34.3,27.9,4,2,2.7,7.177,2.188,3.802,1.255,53.403,110.343
