Date,Avg. Hum (%),Avg. Temp. (Celcius),Max. Temp. (Celcius),Min. Temp. (Celcius),Total Rainfall (mm),Wind Speed (Knots),Total Sunshine Hrs.,SO2 (ppb),NO2 (ppb),CO (ppm),O3 (ppb),PM2.5 (ug/m3),PM10 (ug/m3)
6/17/2014,88,28.4,32.4,29,0,2,0,6.435,53.376,3.202,3.226,49.958,75.234
6/18/2014,80,29.3,32.5,26.6,15,2,0,5.773,43.593,1.642,2.939,48.11,61.916
6/19/2014,85,28.4,32.5,27,0,2,0.5,6.867,32.162,1.871,2.933,28.89,33.049
6/20/2014,86,27.7,29.8,25.5,32,2,0,5.215,27.515,1.887,3.254,22.386,33.759
6/21/2014,89,27.3,28,26,13,2.5,0,5.1,24.473,1.161,3.297,16.111,37.75
6/22/2014,92,27.4,28.4,25.2,25,2.8,0,5.05,23.068,0.932,3.48,38.267,49.611
6/23/2014,91,26,28.2,25.3,14,2.5,0,3.998,33.983,1.012,3.197,34.673,45.326
6/24/2014,79,27.5,31.4,23.3,40,2,0.4,1.09,36.538,1.055,3.174,45.348,62.553
6/25/2014,77,30,33.3,24.7,19,2,0.3,1.016,36.148,1.048,3.06,52.282,86.553
6/26/2014,81,29.2,33.3,27,0,2,2.4,0.343,8.931,0.823,1.96,43.719,80.08
6/27/2014,80,28.8,31.2,26.9,1,3,1.6,0.235,4.811,0.653,1.957,27.37,53.237
6/28/2014,79,29.2,33.3,27,9,2.3,5.1,0.296,1.543,0.582,1.922,25.801,56.326
6/29/2014,85,28.6,31.4,26.4,13,2,1.2,5.395,1.022,0.614,1.993,35.876,68.224
6/30/2014,76,29.6,33.4,26.6,10,2,2.4,0.504,0.145,0.636,1.896,32.324,63.395
7/1/2014,74,29.6,33.5,26.6,0,3.2,6.3,1.092,37.698,0.674,3.232,20.469,45.021
7/2/2014,78,29.1,32,26.6,0,2.3,3.1,1.117,42.838,1.26,2.843,24.146,48.129
7/3/2014,86,28,30.2,27.4,1,2.3,0,1.086,44.648,0.912,2.09,30.024,52.598
7/4/2014,83,28.2,31.6,26.7,4,2.3,1.8,1.437,38.027,0.588,2.169,29.61,49.904
7/5/2014,90,26.9,28.7,25.8,5,2,0,1.249,37.716,0.6,5.873,22.765,33.471
7/6/2014,82,29.5,33.8,25.7,69,2,6.7,1.138,29.368,0.931,1.987,25.995,46.704
7/7/2014,75,30.6,34,26.5,3,2.7,7.4,1.46,23.732,0.79,2.109,21.385,45.768
7/8/2014,79,29.7,35,28,0,2,6.3,1.097,27.593,0.83,1.877,18.479,40.583
7/9/2014,74,30.8,34.6,26.8,37,2,4.7,1.069,25.739,0.53,5.375,24.415,47.689
7/10/2014,75,31,34.7,28.4,0,3,4.2,1.153,27.579,0.644,5.273,30.227,60.608
7/11/2014,72,30.6,34.7,27,2,2,5.7,0.821,0,0.603,1.261,28.526,48.017
7/12/2014,67,31.8,35.8,28.5,4,2,8.7,0.724,0,0.604,1.508,21.507,46.64
7/13/2014,71,31.3,34.2,28.9,0,2.6,7.1,0.965,34.003,0.869,5.045,21.354,51.262
7/14/2014,72,30.6,32.8,28.8,1,2.1,0.1,0.692,0,0.599,0.617,20.693,53.448
7/15/2014,77,29.1,31.5,27.3,0,2.8,1,1.546,35.78,0.776,1.949,17.106,38.454
7/16/2014,84,28.1,30.8,27,5,2.6,0.3,0.757,0,0.623,1.189,15.803,34.535
7/17/2014,79,29.3,32.5,27.3,8,2,2.9,1.227,42.476,0.925,1.93,19.723,47.198
7/18/2014,78,29.8,33.5,27,6,2,5.3,1.4,36.649,0.694,1.911,21.467,41.204
7/19/2014,77,29.8,32.6,26.6,3,2.2,4.4,1.72,37.639,0.946,4.705,22.533,46.97
7/20/2014,75,29.3,32.8,27.5,0,3.8,4.3,1.434,28.533,0.718,4.819,16.419,43.704
7/21/2014,86,27.3,29.4,25.6,4,2.8,0.1,3.439,25.499,0.846,4.294,24.958,24.438
7/22/2014,82,28.1,31.4,25.5,9,2,2.2,1.155,32.386,1.065,4.198,26.041,43.389
7/23/2014,75,29.2,32,26.6,8,2,1.9,1.202,32.306,1.194,4.492,28.956,55.526
7/24/2014,76,29.3,32.5,26.2,2,2,3.9,1.265,30.372,1.008,1.919,27.538,49.538
7/25/2014,71,30.7,34.4,27.5,0,2.3,7.2,1.263,26.173,0.829,4.784,26.635,56.116
7/26/2014,70,31.1,34.5,27.4,0,2,7.4,1.413,21.325,0.718,2.049,21.409,39.461
7/27/2014,81,28.4,32,25.8,11,2,0.4,1.448,27.545,0.912,2.004,19.589,35.596
7/28/2014,78,28.9,33.5,24,23,2,3,1.45,28.276,0.725,2.204,19.804,33.46
7/29/2014,77,29.3,32.5,26,3,2.4,3.5,1.502,21.396,0.59,4.532,13.373,24.732
7/30/2014,73,30.3,34.3,27,2,2,6.2,1.355,20.756,0.52,1.816,12.818,25.393
7/31/2014,76,29.9,33.2,27.2,2,2,5.2,1.466,22.756,0.497,4.667,14.126,25.844
8/1/2014,75,30.5,33.6,27.8,1,2,4.6,1.206,3.376,0.482,0.81,15.089,30.342
8/2/2014,73,30.4,34.4,28.3,1,2.5,8,1.401,4.694,0.579,0.778,15.403,28.096
8/3/2014,80,28.9,32.8,27.4,0,2.8,3,1.486,6.151,0.534,0.609,11.209,33.97
8/4/2014,82,28.5,31.5,25.8,5,2.4,4.5,1.403,7.665,0.544,0.531,13.499,29.429
8/5/2014,81,29.2,32.5,25,20,2.3,5.2,1.405,5.603,0.592,0.659,20.668,38.201
8/6/2014,83,28.5,33.4,25.7,11,2,1.9,1.501,2.858,0.675,0.637,18.205,41.796
8/7/2014,81,29.4,33,26.4,23,2.3,3.6,1.602,4.666,0.749,0.578,23.374,44.835
8/8/2014,73,29.5,32.6,27.5,1,2,9.2,1.598,4.94,0.694,0.668,17.925,32.063
8/9/2014,74,29.7,32.9,27.3,0,2.8,4.8,1.467,3.823,0.623,0.606,19.34,43.084
8/10/2014,77,29.7,32.8,27,0,2.2,6.2,1.395,2.157,0.54,0.464,16.191,37.611
8/11/2014,79,29.8,33.5,27.3,0,2,5.9,1.438,2.694,0.615,0.61,19.066,55.181
8/12/2014,82,29.6,32.5,27.6,2,2.5,5.7,1.619,3.053,0.652,0.568,19.219,53.29
8/13/2014,90,27.4,29.7,25.8,23,3,0,1.761,2.504,0.652,0.298,19.712,43.561
8/14/2014,93,26.7,28.8,24.8,14,2,0,1.858,1.721,0.753,0.185,23.256,20.201
8/15/2014,90,27.7,30.3,24.8,55,0,0,1.954,1.291,0.813,0.203,31.469,47.078
8/16/2014,88,27.5,29.5,25.4,10,0,0,1.809,1.833,0.721,0.263,31.109,40.293
8/17/2014,83,28.4,31.5,25.8,16,2,1.1,1.748,1.629,0.633,0.614,25.595,39.19
8/18/2014,84,28.8,32.7,27,0,0,2.7,1.656,2.061,0.531,0.488,26.592,36.567
8/19/2014,87,27.9,32.8,25.8,17,2,1.2,1.692,1.246,0.557,0.301,22.56,40.455
8/20/2014,85,28.6,33,25.7,75,2,3.3,1.737,1.438,0.652,0.6,32.535,65.127
8/21/2014,81,29.5,32.8,26.5,15,2.5,3.4,2.362,3.114,0.681,0.588,38.936,62.854
8/22/2014,85,28.6,32.5,27,0,2,2,1.984,0.936,0.595,0.69,23.942,47.287
8/23/2014,84,28.6,31.8,26.8,16,2,2.9,2.307,0.199,0.554,0.515,15.181,27.003
8/24/2014,81,29.2,32.5,27,0,2.4,2.1,2.151,0.633,0.529,0.277,14.208,30.539
8/25/2014,84,28.4,32.5,27.6,0,0,0.5,2.254,1.766,0.518,0.594,19.325,34.901
8/26/2014,90,27.3,32.5,25.4,0,2,2.1,2.383,0.512,0.754,0.544,26.439,60.219
8/27/2014,90,27.9,29.4,25.6,15,0,0,4.555,1.936,1.172,0.823,49.798,84.478
8/28/2014,87,27.4,30.6,24.3,9,3,1.5,2.122,1.164,1.39,1.297,28.4,47.799
8/29/2014,73,30.2,34,24.5,13,2,6.9,3.112,0,1.535,0,48.313,84.386
8/30/2014,77,29.6,33.6,27.2,0,3,3.2,7.145,3.366,0.06,0.25,26.41,61.765
8/31/2014,78,28,31,25.2,49,3.3,4,7.173,2.595,0.06,0.188,16.17,33.094
9/1/2014,74,28.6,31.8,26,1,2.2,5.2,7.109,2.507,0,0.193,17.415,39.184
9/2/2014,73,29.5,33,26.4,0,2,7.6,2.179,0.571,0.616,0.207,21.201,42.452
9/3/2014,72,30,33,26.4,0,2,4.9,3.559,0.584,0.632,0.71,13.827,57.93
9/4/2014,72,29.8,33.8,27,0,2,5.8,3.395,0.349,0.65,0.533,17.502,63.926
9/5/2014,73,29.4,33,26.7,1,2,5.5,4.615,0.453,0.654,0.707,21.303,44.512
9/6/2014,70,29.8,33.2,27,0,2,6.3,2.695,12.393,0.614,0.56,20.883,51.827
9/7/2014,72,29.6,32.8,27,0,2.3,5.9,5.447,8.564,0.604,0.503,19.701,59.505
9/8/2014,73,29.4,32.6,26.6,0,2,6.3,5.751,0.676,0.655,0.534,20.487,52.23
9/9/2014,73,29.8,33.4,27.2,0,2,7.7,5.773,0.598,0.673,0.627,25.174,51.918
9/10/2014,69,30.3,34,27.2,0,2,9.5,5.451,0.496,0.688,0.613,18.626,48.337
9/11/2014,70,29.9,34,27.4,0,2,6.5,4.427,15.47,0.698,4.286,20.487,51.423
9/12/2014,73,29.9,33,27,0,2,5.2,4.57,12.025,0.803,4.426,25.025,53.878
9/13/2014,75,29.9,33.5,26.8,1,2,5.6,4.523,9.575,0.625,4.888,20.868,40.277
9/14/2014,72,30.5,34.6,27,0,2,8.3,4.424,9.086,0.878,4.562,17.732,42.69
9/15/2014,74,29.7,34.2,27.7,0,2.5,5.7,4.673,11.659,0.874,4.367,25.609,52.688
9/16/2014,77,29.5,34,27,0,2,2.2,4.897,12.163,0.855,4.56,30.406,59.769
9/17/2014,79,29.8,34.8,27.4,0,2,5.5,4.779,11.049,1.07,2.375,43.462,70.553
9/18/2014,82,30.2,34,28,5,2,3.2,3.493,8.404,1.002,4.682,36.577,54.3
9/19/2014,82,28.5,31.5,25.3,9,2,1.8,3.592,8.658,0.838,2.151,15.95,34.033
9/20/2014,90,26.7,29,25.2,34,2,0,3.843,9.534,0.74,1.866,19.975,28.284
9/21/2014,86,28.2,30.4,25.8,37,2.3,0,3.791,7.823,0.669,4.24,33.583,56.389
9/22/2014,88,27.8,29.7,26.3,10,2.3,0,4.567,26.782,0.71,5.265,19.93,32.688
9/23/2014,84,27.6,30,26,35,2,0,8.745,6.338,1.272,5.188,30.699,36.216
9/24/2014,87,27.1,31.8,26.2,0,2,0.1,2.953,9.651,0.318,5.011,36.602,42.185
9/25/2014,77,28.5,32,24.6,18,2,4.4,2.566,8.305,1.028,5.826,36.141,80.478
9/26/2014,80,27.9,32,26.7,0,2,3.6,2.945,8.407,1.317,6.274,40.855,77.74
9/27/2014,74,29.6,34.4,24.2,4,3.7,8.9,2.746,17.461,1.727,6.286,47.357,120.256
9/28/2014,71,29.8,34.7,26,0,2,9.2,2.954,17.747,2.189,5.602,57.246,138.044
9/29/2014,77,28.6,34.2,26,0,0,4.2,3.191,26.944,2.595,5.424,90.401,172.11
9/30/2014,77,29.2,33.4,25.5,1,2,5.8,3.875,29.055,2.106,4.867,75.498,117.036
10/1/2014,70,30.1,34.5,25.7,0,2,0,2.431,24.078,3.483,5.512,69.071,153.252
10/2/2014,74,29.4,33.8,26.3,0,2,6.9,3.051,25.247,3.9,5.059,75.26,146.339
10/3/2014,72,29.9,33.2,26.5,0,2,5,2.075,21.367,2.632,5.709,59.326,107.768
10/4/2014,71,30,34,26.2,0,2,6.1,1.798,24.151,2.612,4.706,57.091,121.099
10/5/2014,69,30.5,35.4,26,0,2,6.9,1.893,22.321,2.456,5.012,47.162,85.274
10/6/2014,69,30.3,36,25.9,0,2,7.8,2.511,20.404,4.225,5.786,47.763,76.952
10/7/2014,68,29.3,35,23.9,2,2,8.1,3.181,17.492,2.912,6.035,37.889,63.661
10/8/2014,76,29.1,33.5,26.2,0,0,7,2.24,19.915,4.077,5.668,45.323,65.829
10/9/2014,76,29.5,34.3,25.7,0,2,4.8,3.665,24.37,4.633,4.998,52.405,75.22
10/10/2014,72,29.5,34.2,26.8,0,2,5.3,2.95,21.615,2.919,5.33,47.081,64.336
10/11/2014,87,26.6,29,26.8,1,3,7.3,32.561,17.083,2.282,4.504,19.561,29.624
10/12/2014,81,27.8,31,24.7,37,2,0.1,31.493,9.843,2.217,4.565,19.417,27.15
10/13/2014,84,27.6,33,26,0,2.5,2.5,31.397,11.954,3.51,4.188,24.909,35.732
10/14/2014,85,28,31.8,25.4,6,2,5.3,21.488,26.698,2.332,2.508,24.988,40.193
10/15/2014,75,29.2,33,25.5,2,2,3.9,5.248,23.998,1.077,2.771,24.045,37.429
10/16/2014,72,28.9,32.6,26.5,0,2,8.2,4.17,35.082,1.71,2.873,28.288,41.84
10/17/2014,68,27.5,32,23.5,0,2,6.8,4.178,40.49,2.144,2.812,37.723,62.667
10/18/2014,66,26.4,30.3,22.8,0,2,8.7,3.766,39.401,0.852,2.976,41.888,67.92
10/19/2014,64,27.1,31.2,22.6,0,2.3,6.1,3.699,31.147,1.246,3.181,46.947,75.474
10/20/2014,70,27,31,23,0,2,8,3.535,55.614,2.247,2.803,49.685,82.969
10/21/2014,68,26.9,32.8,22.4,0,0,5.8,3.759,52.535,1.051,3.26,53.065,92.867
10/22/2014,64,27.7,32.2,22.2,0,2,9,5.822,56.836,2.385,2.914,65.205,103.862
10/23/2014,68,27.1,32,22,0,2,6.9,4.093,57.624,1.8,2.905,54.474,87.749
10/24/2014,71,26.7,31.5,21.7,0,0,4.8,4.295,61.192,1.526,3.087,67.094,110.254
10/25/2014,72,27.2,33,22.5,0,2,5,4.314,48.838,1.665,3.164,56.268,90.328
10/26/2014,73,26.4,30.4,23.5,1,2,7.1,4.35,54.792,1.822,2.819,53.624,80.921
10/27/2014,71,24.5,27.2,22.5,0,0,0.2,8.168,45.286,4.659,2.806,47.764,81.012
10/28/2014,81,23.4,27,22.5,0,0,0,27.616,44.993,2.501,2.803,71.83,108.851
10/29/2014,72,24.5,30.4,19.5,0,2,0,29.571,52.386,2.054,2.833,51.147,85.642
10/30/2014,65,25.2,31.6,20.1,0,2,8.3,3.193,55.565,1.367,4.434,50.703,88.326
10/31/2014,65,25.2,31.4,20.5,0,1,8.7,3.786,59.705,2.192,4.808,63.111,113.174
11/1/2014,65,26.3,31.5,20,0,2,8.4,6.076,78.027,1.166,4.258,92.931,155.699
11/2/2014,68,25.9,32,21.5,0,2,8.4,4.27,2.933,0.774,0.367,58.424,99.789
11/3/2014,68,26.7,32,21.5,0,2,4.4,3.797,68.072,1.198,1.836,76.672,112.319
11/4/2014,70,26.8,32,23.2,0,0,4.4,3.829,55.38,1.52,1.788,66.479,112.474
11/5/2014,68,26.2,31.8,21.9,0,0,7.6,4.422,59.941,1.509,1.744,80.82,112.35
11/6/2014,62,27.5,33.2,21.2,0,2,7.4,4.473,59.097,1.155,2.084,64.146,106.289
11/7/2014,61,28.3,33.8,22.8,0,0,8.1,2.489,83.457,1.201,1.742,53.392,107.274
11/8/2014,66,29.2,33.2,24.4,0,2,7.4,2.208,55.612,1.069,1.859,41.302,79.25
11/9/2014,79,27.4,31.5,26.5,0,2,5.2,3.291,39.889,0.949,1.614,42.24,94.445
11/10/2014,60,26.3,32.2,23,0,2,0.8,1.257,11.995,1.244,0.328,63.511,105.569
11/11/2014,64,25.6,31.4,20.8,0,2,8.5,1.952,12.37,1.308,0.298,83.676,134.692
11/12/2014,66,25.5,31.5,20,0,0,7.5,2.052,15.148,1.661,0.316,127.868,205.618
11/13/2014,66,25.4,32,20.2,0,2,6.1,3.376,19.39,1.972,0.321,160.691,277.419
11/14/2014,56,24,30.3,20.2,0,2,1.5,1.981,17.572,1.731,0.306,137.212,228.159
11/15/2014,58,22.8,29.5,17.5,0,2,7.6,2.594,20.183,1.701,0.298,146.628,227.633
11/16/2014,64,23.1,28.8,17.2,0,2,6.5,2.336,17.018,1.682,0.305,138.652,218.648
11/17/2014,71,23.6,29.7,18.3,0,0,6.3,1.545,6.029,1.856,0.296,151.844,242.516
11/18/2014,69,24.4,29.8,19.2,0,2,2.3,1.79,4.15,2.213,0.356,128.946,202.873
11/19/2014,67,24.5,28.7,20.5,0,1,5.9,0.689,2.955,1.703,0.345,115.252,172.32
11/20/2014,62,24.5,28.9,21,0,2,4.2,0.395,3.775,1.326,0.352,113.338,172.599
11/21/2014,65,23.6,28.8,21,0,2,6.2,0.811,4.639,1.249,0.392,140.573,206.662
11/22/2014,64,22,29.2,16.5,0,2,5.4,2.191,6.424,1.446,0.456,179.55,268.318
11/23/2014,68,21.8,28.8,16.5,0,3,6.5,2.221,8.433,1.908,0.437,217.907,335.661
11/24/2014,64,21.5,28.5,16.2,0,0,3.5,2.189,9.211,2.339,0.382,183.267,279.311
11/25/2014,66,21.5,28.4,15.4,0,2,5.8,2.109,9.566,1.815,0.294,153.772,233.759
11/26/2014,72,20.9,27.5,17.8,0,0,6.8,3.867,67.535,1.966,2.602,138.417,245.262
11/27/2014,72,21.6,28.5,15.8,0,0,3.3,7.063,85.332,2.708,1.785,176.647,299.653
11/28/2014,77,21.2,27.5,17,0,0,3.9,5.497,129.934,2.621,1.645,178.533,298.2
11/29/2014,70,21.1,28.2,16.3,0,0,0.3,5.417,87.905,3.022,2.337,207.554,351.855
11/30/2014,78,21.4,27.5,17,0,0,4.1,5.914,70.52,2.223,1.586,174.325,286.193
12/1/2014,76,21.4,27.5,17,0,2,0.6,2.947,100.84,2.279,1.675,191.718,257.984
12/2/2014,73,21.7,27.6,16.7,0,0,5.1,3.74,88.018,1.961,2.06,141.673,209.433
12/3/2014,74,21.7,27.5,17,0,0,0,4.745,83.804,1.952,1.852,139.346,229.247
12/4/2014,77,22.1,28,17.8,0,0,0.4,4.079,84.42,2.764,1.897,165.414,259.417
12/5/2014,75,22.3,29,18,0,0,4.5,3.649,76.795,2.856,1.764,125.228,195.304
12/6/2014,67,23.4,29.2,17.4,0,2,7.4,4.087,80.341,2.146,1.739,116.198,183.03
12/7/2014,83,19.1,23.4,17.8,0,2,4.7,3.72,48.573,2.097,1.68,128.951,173.94
12/8/2014,83,18.5,23.9,16.3,0,2,2.8,3.363,46.102,1.159,2,132.919,175.154
12/9/2014,86,18.6,23.5,15,0,0,2.7,4.402,80.209,2.042,1.818,146.683,223.99
12/10/2014,87,18.9,23.7,14.7,0,0,0,4.374,111.328,2.642,1.933,201.841,318.716
12/11/2014,85,17.5,21.2,16.8,0,2,0,2.192,69.868,2.159,1.963,177.946,250.482
12/12/2014,84,16.4,20.7,13.7,0,2,0,1.434,50.292,1.579,2.112,150.243,220.197
12/13/2014,86,17.5,20,14.5,0,0,0,2.225,74.499,2.207,1.802,149.492,228.25
12/14/2014,81,19.9,25.4,16,0,2,0.3,3.087,84.438,2.478,1.868,146.58,232.665
12/15/2014,81,19.9,25.4,17.7,0,0,0.3,4.56,82.262,2.145,1.986,150.367,225.839
12/16/2014,67,21.7,27.6,14.6,0,2.3,7.1,3.385,84.81,2.108,1.977,159.768,248.054
12/17/2014,73,18.7,24.1,17,0,2.5,2.2,1.221,45.28,1.433,2.148,116.259,169.215
12/18/2014,86,16.1,22.4,12.8,0,2,3.5,1.881,68.852,1.528,1.826,140.233,211.266
12/19/2014,80,17.8,25.5,13.3,0,2,5.5,3.019,96.011,2.039,1.932,142.527,218.228
12/20/2014,66,19.9,27.8,13.8,0,2,7.4,2.909,81.767,1.978,2.034,129.506,211.512
12/21/2014,66,20,26.3,15,0,2,4.3,3.018,75.99,1.682,2.024,139.289,255.095
12/22/2014,66,19.3,25.8,14.4,0,0,6.4,4.007,76.679,1.954,2.126,144.287,227.241
12/23/2014,67,18.8,26.5,13.4,0,2,3.6,5.166,107.005,2.437,2.078,150.781,230.976
12/24/2014,67,19.9,26.8,13.2,0,2,6.8,3.858,102.967,2.27,2.015,147.609,231.347
12/25/2014,71,19.4,26.4,15,0,2,6.4,2.565,69.184,1.68,2.279,141.739,205.723
12/26/2014,89,14.1,16.5,13.4,0,2.3,0,1.848,65.405,1.078,1.763,144.017,207.798
12/27/2014,86,14.8,19,12.3,0,2,0,2.231,65.982,1.139,1.796,149.849,219.494
12/28/2014,86,15.9,21.6,13.2,0,1.5,0.1,2.487,65.827,2.041,1.991,188.979,280.17
12/29/2014,87,15.6,22.4,12.5,0,2,3.9,3.39,75.245,2.531,2.079,239.669,369.591
12/30/2014,80,18.2,23,13,0,0,1.7,4.12,96.303,2.467,1.944,223.051,332.213
12/31/2014,75,19.4,22.3,14.5,0,0,0,5.917,101.824,2.35,1.913,242.768,377.043
1/1/2015,71,22.1,25.9,17.5,0,0,0,4.842,101.787,2.328,2.035,210.5,327.941
1/2/2015,71,23.7,29.2,20,0,2,2.3,4.494,98.41,3.303,1.948,175.048,287.552
1/3/2015,73,24.7,29.9,20.8,0,2,1.5,6.191,92.596,2.32,2.078,194.347,264.883
1/4/2015,78,22.6,26.1,20.5,1,3,2,2.681,71.241,1.472,1.772,97.688,132.438
1/5/2015,71,19.4,23.7,18,0,2.5,4.2,3.22,60.678,0.85,1.958,74.272,113.079
1/6/2015,64,18.9,24.3,13.2,0,2.5,6.3,2.448,77.211,1.255,2.02,93.917,144.758
1/7/2015,69,17.2,22.5,13,0,2,0.9,2.907,75.271,1.794,2.436,146.934,217.726
1/8/2015,69,17.6,22.9,12.2,0,2,1.2,4.637,91.827,1.808,2.436,172.599,266.737
1/9/2015,78,17.5,23.3,13.7,0,2,1,6.585,83.2,1.941,1.961,190.317,302.468
1/10/2015,72,17.6,23.8,13.2,0,2,7,4.781,75.235,1.675,2.051,154.494,241.321
1/11/2015,77,15.6,21,11.4,0,1.8,4.6,2.873,59.546,1.66,1.976,183.829,235.089
1/12/2015,72,17.1,24.5,11.8,0,2,6.9,3.358,80.007,1.818,1.693,156.446,236.209
1/13/2015,73,18.7,26.5,12.6,0,2,6,3.68,65.826,1.59,1.763,164.877,243.793
1/14/2015,69,20.3,27.2,14.2,0,2,6.2,6.881,77.831,1.567,1.784,170.277,265.859
1/15/2015,66,19.7,28.1,13.9,0,2,7.5,6.399,81.159,1.256,1.91,168.759,297.496
1/16/2015,61,21.3,28.5,14.2,0,2,5.1,11.203,97.936,1.912,1.809,197.725,329.363
1/17/2015,78,18.2,24,16.5,2,2.3,1.8,5.035,88.907,1.413,1.757,136.487,197.344
1/18/2015,87,14.1,16.6,11.8,0,2.7,0,2.786,51.461,1.657,1.743,127.239,174.93
1/19/2015,86,14.4,16.2,12.5,0,2.3,0,3.024,57.809,1.138,1.755,148.742,207.43
1/20/2015,84,15.1,18.6,13.4,0,1.5,2.3,4.149,66.278,1.814,1.726,147.728,205.74
1/21/2015,84,16.5,23,11.7,0,2,4.4,5.202,92.612,1.406,1.757,178.193,250.61
1/22/2015,73,19.3,27.3,12.5,0,1.5,7,4.601,94.708,2.259,1.751,159.211,226.41
1/23/2015,64,20.4,26.7,13.8,0,1.5,7.1,6.424,73.59,2.052,1.923,147.248,242.647
1/24/2015,66,19.8,27.1,13.4,0,2,7.4,9.192,89.467,1.791,1.913,167.722,268.702
1/25/2015,59,20.5,26.5,15,0,2,8,6.565,91.682,1.396,1.897,127.873,208.092
1/26/2015,55,20.5,26.3,13.3,0,2,7.8,7.301,93.784,0.925,1.903,120.662,193.42
1/27/2015,63,21,27,15.2,0,2.5,7.4,6.186,112.016,1.375,1.862,120.404,191.445
1/28/2015,63,21.3,27,14.7,0,3,7.4,6.807,113.932,1.272,1.82,117.686,178.331
1/29/2015,62,21.1,27.7,17.4,0,2.7,5.5,5.685,104.571,1.195,1.835,99.777,190.425
1/30/2015,72,19.1,23,17.2,0,2,0,3.572,71.473,1.153,1.821,108.425,159.974
1/31/2015,58,17.8,23.5,14,0,2,7.4,4.599,77.059,1.723,1.908,126.067,189.656
2/1/2015,57,18.1,23.3,12.8,0,2.3,8.4,7.12,90.655,0.835,1.912,137.82,205.773
2/2/2015,57,19.7,27.2,14.8,0,2,7.6,5.703,87.153,0.7,1.891,135.866,216.585
2/3/2015,56,20.9,29.4,14.1,0,0,8.1,9.207,99.902,0.915,1.947,130.515,215.858
2/4/2015,63,21,29.2,14,0,2,8,8.066,107.196,1.337,1.86,118.282,209.459
2/5/2015,57,22.3,28.5,16.2,0,2,4,7.001,116.364,1.845,1.855,176.091,297.605
2/6/2015,55,20.2,25.7,17.3,0,2.7,2.4,7.014,76.866,1.591,1.78,126.144,212.858
2/7/2015,65,19.4,25.1,14.1,0,1.5,4.7,5.363,78.973,0.691,1.845,132.205,207.791
2/8/2015,63,20.9,26.4,14.3,0,2,3.2,5.229,106.477,1.073,1.804,153.423,241.852
2/9/2015,62,21.8,27.2,15,0,3.5,4.4,7.983,96.22,1.147,1.848,174.581,257.913
2/10/2015,63,21.3,26.8,17,0,2.5,2.3,10.438,96.887,2.099,1.863,136.637,251.321
2/11/2015,58,20.2,26.3,16,0,2,4.5,9.259,118.065,2.067,1.792,129.945,241.176
2/12/2015,52,20.1,26.3,13.2,0,2.5,8.9,12.501,76.748,2.282,1.727,134.796,253.041
2/13/2015,59,20.3,26.9,14.5,0,2.5,7.1,12.214,88.319,1.838,1.733,170.457,317.998
2/14/2015,56,21.9,28.4,14.8,0,2,6.7,6.86,92.473,1.922,1.631,152.182,281.042
2/15/2015,65,21.5,27,16.8,4,2,0,4.764,74.133,1.979,1.773,124.891,191.361
2/16/2015,59,21.8,28.7,16.6,0,2,6.4,4.866,80.143,0.896,1.886,125.808,198.686
2/17/2015,59,22.4,29.4,15.3,0,2,6.4,4.794,109.858,1.868,1.872,162.178,271.05
2/18/2015,67,23.4,29.8,18.4,0,2,2.8,3.428,73.118,2.185,1.722,149.754,252.536
2/19/2015,75,20.5,27.4,17.5,2,2,2.2,2.773,64.591,0.938,1.588,62.968,122.92
2/20/2015,74,23.1,28.8,17.2,11,2,7,4.076,68.424,0.938,1.646,107.295,171.047
2/21/2015,68,24.6,29.4,18.6,0,2,4,3.723,67.067,0.76,1.607,117.9,190.707
2/22/2015,73,24.5,30,20.4,0,2,4.1,3.241,58.553,0.639,1.727,93.68,157.865
2/23/2015,67,25.8,32.2,19.4,0,2,7.1,4.722,80.402,0.773,1.838,101.083,164.981
2/24/2015,61,26.1,31.4,20.3,0,2,7.9,3.965,60.618,1.284,1.878,86.42,161.888
2/25/2015,75,25.9,29.8,21.8,0,0,1.3,6.328,59.963,1.012,1.886,78.146,146.13
2/26/2015,67,26.7,32,21.8,0,2.3,7.1,4.497,56.639,1.136,1.853,77.897,134.754
2/27/2015,71,26.4,31.3,21.7,0,2.3,7.8,2.808,41.066,0.938,2.19,54.954,106.638
2/28/2015,69,25.9,31.8,22.7,0,2,7,3.791,45.56,0.721,2.299,55.692,105.124
3/1/2015,67,27.5,33,21.5,0,0,4.3,5.13,85.04,1.667,2.37,135.302,240.584
3/2/2015,59,26.4,32.9,21.7,0,6,5.3,9.387,99.92,1.295,2.347,118.802,209.495
3/3/2015,59,24.8,30.2,20.3,0,2.5,8.1,7.401,110.755,1.191,2.297,88.206,174.9
3/4/2015,77,22.3,26.5,21,0,2.5,3,5.286,104.745,1.463,1.847,100.13,156.896
3/5/2015,56,22.5,28,20,4,4,8.2,3.625,106.838,0.784,1.829,74.817,117.777
3/6/2015,52,21.5,28.1,15,0,2.5,10,7.683,17.847,0.534,0.789,78.371,157.404
3/7/2015,54,22.3,28.7,15,0,2.5,9.9,7.758,19.352,0.678,0.98,88.723,168.136
3/8/2015,50,24.5,31.1,16.6,0,2,9.8,6.049,85.195,1.209,2.437,118.249,203.936
3/9/2015,48,25.7,31.7,17.2,0,2,9.7,7.542,95.916,1.741,2.587,96.919,188.216
